image,labels
000000000139.jpg,machine:0.7788;consumer_electronics:0.7788;television:0.7788;structure:0.7442;wood_processed:0.6567;interior_room:0.6557;living_room:0.6548;furniture:0.6063
000000219283.jpg,toy:0.5225;stuffed_animals:0.5225;people:0.1101;material:0.1091;textile:0.1091;adult:0.0991;structure:0.0838;sign:0.0834
000000219440.jpg,animal:0.7637;mammal:0.7637;ungulates:0.7637;cow:0.7637;plant:0.1723;foliage:0.1719;outdoor:0.0751;land:0.0744
000000219485.jpg,structure:0.9112;conveyance:0.9112;portal:0.9112;window:0.9111;animal:0.5273;cat:0.5273;feline:0.5273;mammal:0.5273
000000219578.jpg,material:0.7046;textile:0.7046;pillow:0.6284;tool:0.6284;structure:0.5178;furniture:0.5178;sofa:0.5176;animal:0.3048
000000220310.jpg,stuffed_animals:0.9062;toy:0.9062;machine:0.3659;vehicle:0.3656;automobile:0.3656;car:0.3655;material:0.1130;wheel:0.0922
000000220584.jpg,recreation:0.8158;sport:0.8158;people:0.7783;adult:0.7783;sports_equipment:0.7385;watersport:0.6745;surfing:0.6611;wetsuit:0.6489
000000220732.jpg,structure:0.6198;conveyance:0.6191;portal:0.6191;window:0.6191;outdoor:0.5375;land:0.5159;road:0.5156;street:0.5156
000000220764.jpg,outdoor:0.7625;sky:0.7017;cloudy:0.6851;frozen:0.6016;liquid:0.6016;snow:0.6016;water:0.6016;daytime:0.5952
000000220858.jpg,outdoor:0.9172;sky:0.8718;liquid:0.8638;water:0.8638;water_body:0.8638;ocean:0.8638;cloudy:0.8389;land:0.7451
000000221017.jpg,outdoor:0.7074;land:0.7074;grass:0.7017;animal:0.5747;bird:0.5747;poultry:0.5747;beach:0.3052;liquid:0.2512
000000221155.jpg,outdoor:0.7832;land:0.7832;grass:0.7832;structure:0.7374;conveyance:0.7364;portal:0.7363;window:0.7363;animal:0.2426
000000221213.jpg,machine:0.6006;train:0.6006;train_real:0.6006;vehicle:0.6006;structure:0.5622;railroad:0.5615;track_rail:0.5615;fence:0.1426
000000221281.jpg,animal:0.8970;giraffe:0.8970;mammal:0.8970;ungulates:0.8970;outdoor:0.8863;land:0.8856;grass:0.8853;structure:0.3115
000000221291.jpg,outdoor:0.9865;sky:0.9531;land:0.9141;grass:0.9141;cloudy:0.9023;blue_sky:0.8330;people:0.7522;child:0.7500
000000221502.jpg,grass:0.8652;land:0.8652;outdoor:0.8652;structure:0.5792;furniture:0.5684;bench:0.5684;wood_processed:0.3577;art:0.3462
000000221693.jpg,frisbee:0.9521;toy:0.9521;grass:0.8794;land:0.8794;outdoor:0.8794;animal:0.2309;canine:0.2309;dog:0.2309
000000221708.jpg,structure:0.9673;furniture:0.9137;cabinet:0.8931;wood_processed:0.8447;table:0.6392;conveyance:0.6355;portal:0.6355;machine:0.6177
000000221754.jpg,outdoor:0.9793;land:0.9533;road:0.9292;street:0.9292;sky:0.8545;cloudy:0.8545;light:0.7946;traffic_light:0.7910
000000221872.jpg,food:0.7273;vegetable:0.6984;edamame:0.6963;rice:0.4314;meat:0.3584;sausage:0.3584;seasonings:0.2612;herb:0.2612
000000222094.jpg,outdoor:0.9913;sky:0.9722;blue_sky:0.9492;land:0.9076;grass:0.9062;cloudy:0.8115;structure:0.6983;sign:0.6978
000000222118.jpg,people:0.9312;adult:0.9312;container:0.5232;luggage:0.5232;purse:0.5229;clothing:0.2055;jacket:0.1191;backpack:0.1133
000000222235.jpg,plant:0.8989;foliage:0.8989;animal:0.8123;mammal:0.8123;cat:0.8123;feline:0.8123;adult_cat:0.8120;structure:0.6187
000000222299.jpg,material:0.7129;textile:0.7129;machine:0.5845;consumer_electronics:0.5845;container:0.4950;wallet:0.4761;document:0.3158;book:0.3115
000000222317.jpg,structure:0.8590;wood_processed:0.8496;pillow:0.7378;tool:0.7378;material:0.5477;textile:0.5474;bedding:0.4460;housewares:0.4460
000000222455.jpg,container:0.1662;carton:0.1394;basket_container:0.1255;bottle:0.1069;crate:0.0515;structure:0.0329;machine:0.0286;document:0.0283
000000222458.jpg,structure:0.9710;furniture:0.9707;bench:0.9707;frozen:0.8184;liquid:0.8184;snow:0.8184;water:0.8184;plant:0.5870
000000222559.jpg,outdoor:0.8307;sky:0.8291;cloudy:0.8291;boat:0.6069;machine:0.6069;vehicle:0.6069;watercraft:0.6069;sailboat:0.6069
000000222735.jpg,structure:0.7692;wood_processed:0.7666;machine:0.6808;appliance:0.6768;furniture:0.2900;table:0.2900;consumer_electronics:0.2589;television:0.2544
000000222825.jpg,structure:0.9170;cabinet:0.8945;furniture:0.8945;appliance:0.7948;machine:0.7948;oven:0.7346;kitchen_oven:0.7339;wood_processed:0.6567
000000222863.jpg,plant:0.8611;foliage:0.8594;grass:0.8120;land:0.8120;outdoor:0.8120;structure:0.7512;wood_natural:0.7510;animal:0.5544
000000222991.jpg,clothing:0.9160;footwear:0.9160;shoes:0.9160;boot:0.9160;material:0.4680;textile:0.4680;tool:0.0560;container:0.0524
000000223090.jpg,food:0.9561;vegetable:0.9561;carrot:0.9487;kohlrabi:0.6045;utensil:0.5176;cutting_board:0.5176;knife:0.3740;tool:0.3740
000000223130.jpg,animal:0.8296;mammal:0.8296;giraffe:0.8296;ungulates:0.8296;outdoor:0.6339;blue_sky:0.5684;sky:0.5684;grass:0.5024
000000223182.jpg,people:0.9346;adult:0.9346;recreation:0.7841;sport:0.7841;structure:0.7501;sports_equipment:0.7388;racquet:0.7388;fence:0.6963
000000223188.jpg,people:0.8853;adult:0.8853;structure:0.3850;rocks:0.3848;clothing:0.2461;footwear:0.2441;shoes:0.2438;art:0.2300
000000223738.jpg,recreation:0.9227;sport:0.9227;outdoor:0.8921;grass:0.8921;land:0.8921;ballgames:0.8784;baseball:0.8784;people:0.8063
000000223747.jpg,people:0.6196;adult:0.6196;material:0.3188;textile:0.3186;curtain:0.0720;optical_equipment:0.0557;eyeglasses:0.0557;clothing:0.0398
000000223789.jpg,bathroom:0.8387;interior_room:0.8387;washbasin:0.8042;structure:0.6337;bathroom_faucet:0.6016;material:0.4074;textile:0.3940;curtain:0.2424
000000223955.jpg,grass:0.9688;land:0.9688;outdoor:0.9688;people:0.9097;adult:0.9097;plant:0.6934;foliage:0.6025;shrub:0.5815
000000223959.jpg,recreation:0.9563;sport:0.9563;adult:0.9375;people:0.9375;sports_equipment:0.9072;racquet:0.9072;ballgames:0.8379;tennis:0.8379
000000224051.jpg,machine:0.6972;vehicle:0.6972;bicycle:0.6914;structure:0.5484;fence:0.5483;outdoor:0.4120;land:0.4120;path:0.3917
000000224093.jpg,outdoor:0.9236;sky:0.8853;cloudy:0.8853;land:0.8032;grass:0.8032;animal:0.4908;mammal:0.4908;ungulates:0.4908
000000224119.jpg,structure:0.7271;furniture:0.7271;seat:0.7271;people:0.6040;adult:0.6040;conveyance:0.1030;escalator:0.0876;stairs:0.0854
000000224200.jpg,structure:0.5811;hydrant:0.5811;cord:0.5298;leash:0.3708;animal:0.2428;mammal:0.2428;canine:0.2428;dog:0.2428
000000224222.jpg,liquid:0.8901;ocean:0.8901;water:0.8901;water_body:0.8901;people:0.8242;adult:0.8242;outdoor:0.8228;sky:0.8228
000000224337.jpg,people:0.9321;adult:0.9321;smoking_item:0.2649;tool:0.2649;cigar:0.2649;structure:0.0286;crowd:0.0237;wood_processed:0.0171
000000224664.jpg,outdoor:0.9696;sky:0.9497;cloudy:0.9497;land:0.7832;grass:0.7500;liquid:0.7324;water:0.7324;water_body:0.7324
000000224675.jpg,people:0.8683;adult:0.8628;land:0.8316;outdoor:0.8316;grass:0.8315;clothing:0.7232;jeans:0.7227;child:0.4233
000000224724.jpg,people:0.8271;adult:0.8271;structure:0.6634;conveyance:0.6288;portal:0.6288;window:0.6011;outdoor:0.4350;building:0.4155
000000224807.jpg,people:0.9783;adult:0.9487;structure:0.9000;tableware:0.8745;utensil:0.8745;plate:0.8745;crowd:0.8643;wood_processed:0.8062
000000225184.jpg,grass:0.9351;land:0.9351;outdoor:0.9351;animal:0.8707;mammal:0.8707;ungulates:0.8707;sheep:0.8706;structure:0.5210
000000225405.jpg,recreation:0.9861;sport:0.9861;ballgames:0.9697;soccer:0.9697;grass:0.9663;land:0.9663;outdoor:0.9663;ball:0.8530
000000225532.jpg,structure:0.8294;sign:0.7417;street_sign:0.7417;fence:0.7002;outdoor:0.6699;land:0.6115;road:0.6067;road_other:0.5781
000000225670.jpg,outdoor:0.8581;sky:0.8551;cloudy:0.7949;structure:0.7949;bleachers:0.7876;blue_sky:0.6890;recreation:0.3590;arena:0.3582
000000225757.jpg,machine:0.8913;consumer_electronics:0.8913;computer:0.8913;computer_monitor:0.7939;computer_keyboard:0.7695;cord:0.5430;computer_mouse:0.4827;structure:0.3913
000000225946.jpg,outdoor:0.9265;sky:0.9028;blue_sky:0.9028;land:0.6814;grass:0.6572;machine:0.5288;vehicle:0.5288;train:0.5288
000000226058.jpg,pillow:0.8257;tool:0.8257;structure:0.7837;furniture:0.7837;sofa:0.7837;stuffed_animals:0.7837;toy:0.7837;material:0.4004
000000226111.jpg,structure:0.7643;sign:0.7641;street_sign:0.7563;outdoor:0.5385;sky:0.5385;blue_sky:0.4646;cloudy:0.4453;plant:0.1397
000000226130.jpg,tableware:0.9045;utensil:0.9045;plate:0.9043;food:0.7895;meat:0.7862;sausage:0.7861;structure:0.7046;wood_processed:0.7046
000000226147.jpg,tableware:0.9405;utensil:0.9405;plate:0.8599;people:0.8535;adult:0.8535;fork:0.8237;structure:0.7362;furniture:0.6871
000000226154.jpg,machine:0.9716;vehicle:0.9716;automobile:0.9619;bus:0.9619;outdoor:0.8039;sky:0.7505;cloudy:0.7505;motorcycle:0.6719
000000226171.jpg,machine:0.8998;consumer_electronics:0.8998;computer:0.8998;computer_monitor:0.8643;structure:0.8475;wood_processed:0.7969;furniture:0.6585;computer_keyboard:0.6567
000000226408.jpg,people:0.6601;child:0.6260;baby:0.4128;adult:0.3455;material:0.2607;textile:0.2607;toy:0.0960;stuffed_animals:0.0957
000000226417.jpg,outdoor:0.9666;land:0.9666;path:0.9383;crosswalk:0.9360;road:0.8120;street:0.8120;people:0.7461;adult:0.7461
000000226592.jpg,pillow:0.7173;tool:0.7173;bedding:0.7090;housewares:0.7090;material:0.6848;textile:0.6812;structure:0.5722;interior_room:0.5620
000000226662.jpg,machine:0.8813;vehicle:0.8488;motorcycle:0.8486;wheel:0.6471;tire:0.6470;bicycle:0.1641;rim:0.1206;people:0.1172
000000226802.jpg,outdoor:0.8781;land:0.7841;road:0.7788;street:0.7788;sky:0.7672;cloudy:0.7671;machine:0.7265;vehicle:0.7265
000000226883.jpg,land:0.9116;outdoor:0.9116;grass:0.9116;structure:0.5498;fence:0.5210;plant:0.4439;foliage:0.4417;material:0.3758
000000226903.jpg,structure:0.7640;conveyance:0.7529;portal:0.7529;window:0.7529;material:0.5300;textile:0.5225;furniture:0.4072;utensil:0.4020
000000226984.jpg,structure:0.9711;furniture:0.9199;cabinet:0.9199;wood_processed:0.8838;appliance:0.7431;machine:0.7431;refrigerator:0.6729;oven:0.5721
000000227044.jpg,animal:0.8892;cat:0.8892;feline:0.8892;mammal:0.8892;adult_cat:0.8887;bathroom:0.5601;interior_room:0.5601;washbasin:0.5132
000000227187.jpg,plant:0.8333;foliage:0.8281;animal:0.6314;bird:0.6314;woodpecker:0.6313;structure:0.5380;wood_natural:0.5249;branch:0.3875
000000227399.jpg,outdoor:0.9514;sky:0.9458;cloudy:0.9121;people:0.9060;adult:0.8857;blue_sky:0.7695;crowd:0.6240;land:0.5576
000000227478.jpg,outdoor:0.8902;land:0.8902;grass:0.8853;people:0.8477;adult:0.8472;structure:0.7209;furniture:0.7065;bench:0.7065
000000227482.jpg,land:0.8877;outdoor:0.8877;grass:0.8877;structure:0.6705;fence:0.6704;recreation:0.4860;sport:0.4860;sports_equipment:0.4844
000000227491.jpg,people:0.9331;adult:0.9331;frozen:0.9185;liquid:0.9185;snow:0.9185;water:0.9185;structure:0.7111;furniture:0.6191
000000227511.jpg,outdoor:0.9417;land:0.9417;grass:0.8813;automobile:0.7832;machine:0.7832;vehicle:0.7832;car:0.7832;road:0.7395
000000227686.jpg,plant:0.6736;foliage:0.6646;animal:0.4898;mammal:0.4898;ungulates:0.4898;horse:0.4897;structure:0.3788;wood_natural:0.3767
000000227765.jpg,utensil:0.9172;cookware:0.9170;pot_cooking:0.9170;structure:0.9150;wood_processed:0.9150;food:0.8950;soup:0.8950;appliance:0.8740
000000227898.jpg,animal:0.9429;horse:0.9429;mammal:0.9429;ungulates:0.9429;machine:0.9285;vehicle:0.9285;wagon:0.9282;people:0.7993
000000227985.jpg,structure:0.9565;wood_processed:0.9565;tableware:0.9556;utensil:0.9556;plate:0.9556;food:0.8402;vegetable:0.7444;lettuce:0.7266
000000228144.jpg,structure:0.4497;furniture:0.4229;chair:0.3997;armchair:0.3997;art:0.3189;decoration:0.3186;frame:0.3186;stool:0.2375
000000228214.jpg,people:0.8174;adult:0.8174;clothing:0.7153;military_uniform:0.7153;machine:0.1201;consumer_electronics:0.1201;structure:0.1116;celebration:0.1078
000000228436.jpg,machine:0.9060;vehicle:0.9059;bicycle:0.9053;outdoor:0.3591;land:0.3587;liquid:0.3477;water:0.3477;water_body:0.3477
000000228771.jpg,structure:0.8376;sign:0.8355;street_sign:0.8354;material:0.7739;brick:0.7739;conveyance:0.2988;portal:0.2988;window:0.2947
000000228942.jpg,machine:0.9720;wheel:0.9299;rim:0.8931;automobile:0.8846;vehicle:0.8846;car:0.8828;outdoor:0.7522;tire:0.7441
000000228981.jpg,cord:0.4023;camera:0.2402;machine:0.0735;consumer_electronics:0.0733;phone:0.0633;payphone:0.0608;keypad:0.0234;television:0.0193
000000229111.jpg,people:0.8535;child:0.8535;structure:0.3377;wood_processed:0.3376;games:0.2615;domino:0.2615;material:0.0988;textile:0.0962
000000229216.jpg,material:0.8574;brick:0.8574;plant:0.7828;foliage:0.7827;people:0.7109;adult:0.6787;teen:0.4712;child:0.2754
000000229221.jpg,animal:0.4737;mammal:0.4737;ungulates:0.4737;cow:0.4705;outdoor:0.3869;land:0.3869;grass:0.3867;horse:0.1946
000000229311.jpg,interior_room:0.9526;kitchen:0.9526;kitchen_sink:0.8921;structure:0.8784;furniture:0.8711;cabinet:0.8711;kitchen_faucet:0.7891;kitchen_countertop:0.6802
000000229358.jpg,structure:0.6232;interior_room:0.2497;bathroom:0.2420;washbasin:0.2407;cabinet:0.1633;furniture:0.1633;hospital:0.1460;material:0.1392
000000229553.jpg,recreation:0.9451;skating:0.8848;skateboarding:0.8848;skateboard:0.8315;sport:0.8315;sports_equipment:0.8315;clothing:0.7309;headgear:0.6572
000000229601.jpg,outdoor:0.9546;grass:0.9521;land:0.9521;people:0.9116;adult:0.9116;recreation:0.7406;sport:0.7406;ballgames:0.7406
000000229659.jpg,people:0.8789;adult:0.8789;interior_room:0.8306;restaurant:0.8286;structure:0.7974;wood_processed:0.7183;furniture:0.6520;table:0.5938
000000229747.jpg,machine:0.8169;aircraft:0.8169;airplane:0.8169;vehicle:0.8169;propeller:0.0378;airshow:0.0251;performance:0.0251;recreation:0.0251
000000229753.jpg,animal:0.9609;giraffe:0.9609;mammal:0.9609;ungulates:0.9609;outdoor:0.8086;sky:0.8086;cloudy:0.8086;plant:0.4229
000000229849.jpg,recreation:0.9409;sport:0.9409;ballgames:0.9370;tennis:0.9370;people:0.8855;adult:0.8286;structure:0.7283;crowd:0.7217
000000229858.jpg,grass:0.8828;land:0.8828;outdoor:0.8828;plant:0.7040;foliage:0.6753;shrub:0.4658;animal:0.4458;mammal:0.4458
000000229948.jpg,grass:0.8940;land:0.8940;outdoor:0.8940;people:0.8340;adult:0.8340;structure:0.8253;domicile:0.8247;tent:0.8247
000000229997.jpg,grass:0.9141;land:0.9141;outdoor:0.9141;structure:0.7755;wood_natural:0.7754;animal:0.1579;bird:0.1435;raven:0.1399
000000230008.jpg,machine:0.8271;vehicle:0.7984;adult:0.7896;people:0.7896;motorcycle:0.7515;automobile:0.5871;car:0.5850;wheel:0.5681
000000230166.jpg,animal:0.9741;mammal:0.9741;ungulates:0.9741;sheep:0.9741;outdoor:0.9056;grass:0.8530;land:0.8530;sky:0.7427
000000230362.jpg,structure:0.8993;harbour:0.8657;boat:0.7545;machine:0.7545;vehicle:0.7545;watercraft:0.7545;sailboat:0.7544;outdoor:0.7354
000000230450.jpg,outdoor:0.7603;land:0.7134;road:0.7036;street:0.7036;structure:0.6300;light:0.5726;traffic_light:0.5723;sky:0.5645
000000230819.jpg,recreation:0.8581;sport:0.8581;watersport:0.7805;surfing:0.7803;sports_equipment:0.7224;surfboard:0.6982;adult:0.6416;people:0.6416
000000230983.jpg,recreation:0.8874;skateboard:0.8291;sport:0.8291;sports_equipment:0.8291;skating:0.7272;skateboarding:0.7271;people:0.7027;adult:0.7026
000000230993.jpg,umbrella:0.8779;utensil:0.8779;people:0.5425;adult:0.5425;container:0.4522;luggage:0.4522;purse:0.4519;clothing:0.2258
000000231088.jpg,umbrella:0.9502;utensil:0.9502;outdoor:0.2305;sky:0.2305;blue_sky:0.2305;structure:0.0962;conveyance:0.0962;portal:0.0962
000000231097.jpg,food:0.9478;vegetable:0.9478;broccoli:0.9478;tableware:0.9192;utensil:0.9192;plate:0.8818;fork:0.6572;bowl:0.5034
000000231125.jpg,clothing:0.8159;apron:0.8159;people:0.8130;adult:0.8130;material:0.4921;raw_glass:0.4900;interior_room:0.1976;interior_shop:0.1975
000000231169.jpg,machine:0.9019;vehicle:0.9019;train:0.9019;train_real:0.9019;structure:0.6490;railroad:0.6372;track_rail:0.6372;outdoor:0.3429
000000231237.jpg,container:0.8457;vase:0.8457;art:0.2344;decoration:0.2344;bouquet:0.2344;flower_arrangement:0.2344;plant:0.0633;structure:0.0628
000000231339.jpg,people:0.8052;child:0.8052;structure:0.7634;wood_processed:0.7554;clothing:0.5410;jeans:0.5410;appliance:0.4004;machine:0.4004
000000231508.jpg,outdoor:0.9424;land:0.9424;grass:0.9424;people:0.9141;adult:0.9131;structure:0.8986;fence:0.8984;recreation:0.6699
000000231527.jpg,container:0.8770;jar:0.8770;structure:0.7715;wood_processed:0.7715;food:0.7700;citrus_fruit:0.7700;fruit:0.7700;oranges:0.7700
000000231549.jpg,bedding:0.7563;housewares:0.7563;interior_room:0.6890;bedroom:0.6890;structure:0.6227;furniture:0.6195;bed:0.6191;lamp:0.5469
000000231580.jpg,people:0.9658;adult:0.9648;outdoor:0.9526;grass:0.9526;land:0.9526;clothing:0.8274;jeans:0.8237;structure:0.8208
000000231747.jpg,structure:0.4537;wood_processed:0.4363;material:0.2985;raw_glass:0.2976;interior_room:0.2964;art:0.2770;people:0.2732;adult:0.2732
000000231822.jpg,tableware:0.9880;utensil:0.9880;fork:0.7949;structure:0.7855;wood_processed:0.7729;drinking_glass:0.7432;plate:0.7007;drink:0.4890
000000231831.jpg,animal:0.8970;cat:0.8970;feline:0.8970;mammal:0.8970;adult_cat:0.8970;structure:0.7945;wood_processed:0.7905;material:0.4933
000000231879.jpg,people:0.9421;adult:0.9116;child:0.7402;structure:0.6033;furniture:0.5598;table:0.5562;wood_processed:0.4409;clothing:0.3735
000000232088.jpg,interior_room:0.8330;living_room:0.8330;structure:0.7864;machine:0.7754;consumer_electronics:0.7754;television:0.7754;furniture:0.7708;sofa:0.7603
000000232244.jpg,material:0.6025;textile:0.6025;structure:0.4822;wood_natural:0.4089;fence:0.4048;boot:0.3450;clothing:0.3450;footwear:0.3450
000000232348.jpg,cord:0.6890;machine:0.5417;appliance:0.5417;toaster:0.2908;utensil:0.2819;cookware:0.2818;kettle:0.2817;blender:0.1487
000000232489.jpg,structure:0.9087;wood_processed:0.9087;food:0.8292;pizza:0.8291;tableware:0.8252;utensil:0.8252;plate:0.8252;vegetable:0.1260
000000232538.jpg,outdoor:0.9566;sky:0.9556;cloudy:0.9033;blue_sky:0.8423;light:0.3767;lamppost:0.3767;land:0.3758;path:0.3448
000000232563.jpg,adult:0.9111;people:0.9111;umbrella:0.8882;utensil:0.8882;clothing:0.2943;suit:0.2932;optical_equipment:0.2341;eyeglasses:0.2341
000000232646.jpg,outdoor:0.8291;cloudy:0.8286;sky:0.8286;liquid:0.6294;water:0.6294;frozen:0.6294;snow:0.6294;structure:0.4370
000000232649.jpg,toilet_seat:0.8320;tool:0.8320;people:0.5010;adult:0.5010;bathroom:0.4132;interior_room:0.4132;washbasin:0.4128;structure:0.3372
000000232684.jpg,adult:0.9185;people:0.9185;computer:0.9028;consumer_electronics:0.9028;machine:0.9028;laptop:0.9028;structure:0.1894;wood_processed:0.1741
000000232692.jpg,recreation:0.8434;sport:0.8434;watersport:0.8433;wakeboarding:0.8433;people:0.8331;adult:0.8330;liquid:0.2839;water:0.2839
000000233033.jpg,structure:0.9604;umbrella:0.9541;utensil:0.9541;fence:0.8320;wood_processed:0.7959;conveyance:0.7402;portal:0.7401;furniture:0.7005
000000233139.jpg,machine:0.3020;dial:0.3020;timepiece:0.3020;clock:0.3020;material:0.2149;raw_glass:0.2148;art:0.1952;decoration:0.1951
000000233238.jpg,people:0.9204;adult:0.9194;material:0.7962;textile:0.7959;container:0.7676;bottle:0.7676;utensil:0.6692;tableware:0.6692
000000233370.jpg,clothing:0.5797;footwear:0.5797;shoes:0.5797;sandal:0.5796;land:0.5752;outdoor:0.5752;grass:0.5752;people:0.4750
000000233567.jpg,plant:0.7842;straw_hay:0.7842;animal:0.5812;mammal:0.5812;ungulates:0.5812;cow:0.5767;structure:0.2660;sheep:0.2449
000000233727.jpg,outdoor:0.8695;land:0.8695;machine:0.8643;automobile:0.8643;vehicle:0.8643;bus:0.8638;road:0.8618;street:0.8618
000000233771.jpg,people:0.8996;adult:0.8975;outdoor:0.6976;land:0.6976;road:0.6851;street:0.6851;umbrella:0.6528;utensil:0.6528
000000233825.jpg,structure:0.9604;art:0.8895;decoration:0.8801;frame:0.8799;conveyance:0.8074;portal:0.8074;window:0.8022;wood_processed:0.7959
000000234366.jpg,outdoor:0.9690;sky:0.9654;cloudy:0.8999;blue_sky:0.8867;land:0.5434;grass:0.5391;cord:0.4937;structure:0.4520
000000234413.jpg,toilet_seat:0.9922;tool:0.9922;structure:0.3636;conveyance:0.3635;door:0.3635;portal:0.3635;material:0.3244;textile:0.3240
000000234526.jpg,people:0.8662;child:0.8662;outdoor:0.8524;land:0.8524;grass:0.7920;structure:0.7620;wood_processed:0.7378;hill:0.6860
000000234607.jpg,people:0.9160;adult:0.9160;clothing:0.8770;jeans:0.8770;material:0.5269;textile:0.5269;cord:0.4502;structure:0.3384
000000234660.jpg,machine:0.6987;vehicle:0.6987;train:0.6987;train_real:0.6987;structure:0.4555;train_station:0.4111;railroad:0.3443;monorail:0.3442
000000234757.jpg,people:0.1909;adult:0.1909;recreation:0.1219;sport:0.1219;sports_equipment:0.1216;wetsuit:0.1216;container:0.1150;trash_can:0.1150
000000234779.jpg,plate:0.9702;tableware:0.9702;utensil:0.9702;structure:0.8184;wood_processed:0.8184;food:0.7033;hamburger:0.7031;meat:0.7031
000000234807.jpg,outdoor:0.8956;land:0.8901;grass:0.8867;structure:0.5377;animal:0.4794;mammal:0.4794;ungulates:0.4794;horse:0.4785
000000235057.jpg,animal:0.8853;mammal:0.8853;giraffe:0.8853;ungulates:0.8853;outdoor:0.5249;land:0.5241;grass:0.5234;structure:0.5212
000000235064.jpg,animal:0.9521;bear:0.9521;mammal:0.9521;plant:0.6977;foliage:0.6968;structure:0.4947;rocks:0.4946;branch:0.1992
000000235241.jpg,people:0.9116;adult:0.9116;blue_sky:0.7749;outdoor:0.7749;sky:0.7749;frisbee:0.3596;toy:0.3596;art:0.2993
000000235252.jpg,outdoor:0.7837;land:0.7837;grass:0.7837;animal:0.4743;mammal:0.4743;ungulates:0.4743;giraffe:0.4741;structure:0.3391
000000235399.jpg,outdoor:0.8594;land:0.8594;grass:0.8594;structure:0.1907;material:0.1846;textile:0.1846;wood_processed:0.1807;people:0.1749
000000235778.jpg,art:0.7471;decoration:0.7471;flag:0.7471;people:0.7158;adult:0.7158;document:0.4414;handwriting:0.4414;cord:0.2109
000000235784.jpg,liquid:0.6577;water:0.6577;frozen:0.6577;snow:0.6577;outdoor:0.6467;sky:0.6308;container:0.6299;luggage:0.6299
000000235836.jpg,land:0.9570;outdoor:0.9570;grass:0.9570;structure:0.8642;people:0.8550;child:0.8550;conveyance:0.8546;portal:0.8546
000000235857.jpg,outdoor:0.9503;land:0.9492;grass:0.9492;animal:0.8970;mammal:0.8970;ungulates:0.8970;cow:0.8970;sky:0.3758
000000236166.jpg,people:0.6980;adult:0.6411;outdoor:0.3021;sky:0.3021;cloudy:0.2905;clothing:0.2166;hat:0.2166;headgear:0.2166
000000236308.jpg,outdoor:0.9322;sky:0.9296;frozen:0.9175;liquid:0.9175;snow:0.9175;water:0.9175;blue_sky:0.8823;cloudy:0.7729
000000236412.jpg,tableware:0.7936;utensil:0.7936;plate:0.7930;food:0.4124;pizza:0.4124;material:0.3550;textile:0.3550;fork:0.1926
000000236426.jpg,recreation:0.9826;sport:0.9826;ballgames:0.9805;tennis:0.9805;people:0.9212;adult:0.8906;structure:0.7818;conveyance:0.7388
000000236592.jpg,animal:0.4258;mammal:0.4258;cat:0.4258;feline:0.4258;adult_cat:0.4258;structure:0.1284;material:0.1160;furniture:0.1116
000000236599.jpg,outdoor:0.9490;sky:0.9254;cloudy:0.8677;blue_sky:0.7876;liquid:0.7798;water:0.7798;water_body:0.7798;ocean:0.7798
000000236690.jpg,animal:0.4587;bird:0.4587;gull:0.3936;swan:0.3796;liquid:0.0352;water:0.0352;water_body:0.0352;ocean:0.0352
000000236721.jpg,food:0.7944;fruit:0.7944;banana:0.7944;material:0.5703;textile:0.5703;structure:0.5005;furniture:0.5005;table:0.5005
000000236730.jpg,animal:0.9175;mammal:0.9175;ungulates:0.9175;zebra:0.9175;structure:0.0291;rocks:0.0261;fence:0.0222;giraffe:0.0125
000000236784.jpg,structure:0.8668;furniture:0.8668;sofa:0.8667;pillow:0.3582;tool:0.3582;animal:0.2856;mammal:0.2856;cat:0.2854
000000236845.jpg,structure:0.7127;sign:0.7126;street_sign:0.7026;outdoor:0.6571;land:0.6571;road:0.6372;street:0.6372;path:0.4009
000000236914.jpg,stuffed_animals:0.9810;toy:0.9810;structure:0.6569;wood_processed:0.6567;container:0.6460;bottle:0.6460;material:0.4299;textile:0.4299
000000237071.jpg,recreation:0.9429;sport:0.9429;ballgames:0.8848;tennis:0.8848;sports_equipment:0.8229;racquet:0.8208;people:0.5349;adult:0.5347
000000237118.jpg,adult:0.9023;people:0.9023;clothing:0.7869;jeans:0.7866;structure:0.4472;conveyance:0.4414;elevator:0.4412;cabinet:0.2146
000000237316.jpg,toilet_seat:0.9385;tool:0.9385;structure:0.8311;conveyance:0.8306;portal:0.8306;window:0.8301;material:0.5454;curtain:0.5186
000000237517.jpg,structure:0.9245;outdoor:0.8399;land:0.8399;grass:0.8398;utensil:0.8357;tableware:0.8357;wood_processed:0.8032;furniture:0.7823
000000237864.jpg,animal:0.7691;mammal:0.7691;elephant:0.7690;outdoor:0.7562;structure:0.7310;land:0.7310;hill:0.7310;rocks:0.7310
000000237928.jpg,structure:0.7862;cabinet:0.7861;furniture:0.7861;appliance:0.6712;machine:0.6712;oven:0.5825;kitchen_oven:0.5718;refrigerator:0.5415
000000237984.jpg,structure:0.7561;furniture:0.7366;bench:0.7349;wood_processed:0.4617;table:0.2512;wood_natural:0.1399;outdoor:0.0530;land:0.0530
000000238013.jpg,adult:0.8618;people:0.8618;recreation:0.7274;sport:0.7273;sports_equipment:0.6467;ball:0.6372;ballgames:0.5967;tennis:0.5967
